,hour,day_of_week,roadtype,xccord,ycoord,jam_level
10104,17,4,6.0,-84.370211,33.76038,2
8632,18,5,3.0,-84.389621,33.76767,4
7799,15,2,2.0,-84.391624,33.78228,3
5221,23,3,3.0,-84.391024,33.77711,3
1093,20,6,7.0,-84.384234,33.7575,4
2009,17,2,7.0,-84.369506,33.77919,3
2970,15,4,3.0,-84.396244,33.74544,3
3324,23,1,3.0,-84.388772,33.76709,4
2666,17,6,3.0,-84.399512,33.7139,3
8065,17,6,4.0,-84.392627,33.7955,4
10780,11,3,3.0,-84.39092,33.776449,3
4044,14,5,3.0,-84.390408,33.77247,3
15616,19,2,3.0,-84.408397,33.80285,3
15314,19,5,3.0,-84.392566,33.7928,3
13184,12,2,7.0,-84.390547,33.78484,3
14511,20,1,3.0,-84.391527,33.78763,3
758,12,6,4.0,-84.40582,33.802694,3
15929,18,2,3.0,-84.391535,33.78856,4
4077,22,5,7.0,-84.382609,33.7801,2
13588,13,3,3.0,-84.405311,33.80198,3
14396,21,1,3.0,-84.393217,33.72818,3
4138,18,7,3.0,-84.345975,33.74566,3
3976,17,5,4.0,-84.387824,33.74619,3
12058,12,4,3.0,-84.399026,33.71463,3
14041,20,3,2.0,-84.391643,33.7825,3
4991,20,3,7.0,-84.335978,33.7625,3
6834,20,7,7.0,-84.428042,33.78469,4
3813,1,1,3.0,-84.390206,33.77093,3
964,21,6,3.0,-84.391185,33.77934,3
9714,13,2,2.0,-84.37363,33.803826,4
5181,21,3,3.0,-84.379494,33.75209,3
14758,21,5,6.0,-84.356269,33.77382,3
2385,20,6,3.0,-84.417387,33.7416,3
1951,21,2,3.0,-84.389751,33.80041,4
2543,21,6,6.0,-84.401363,33.77023,3
15613,21,2,3.0,-84.391216,33.7816,4
1982,19,2,3.0,-84.399579,33.71409,3
2095,18,2,3.0,-84.390778,33.77774,2
2151,18,2,3.0,-84.380832,33.75085,3
5992,17,5,3.0,-84.392992,33.7938,3
2390,20,6,3.0,-84.434462,33.74701,3
6392,11,3,3.0,-84.391834,33.73722,4
16188,14,6,3.0,-84.391916,33.73349,4
8575,17,5,3.0,-84.378717,33.75336,3
15093,13,5,2.0,-84.339104,33.79246,4
8620,12,5,3.0,-84.391446,33.78536,3
6603,18,7,3.0,-84.393742,33.72398,3
12935,19,2,7.0,-84.41097,33.790595,3
12885,20,2,3.0,-84.37935,33.758999,2
5931,21,5,7.0,-84.32411,33.760578,3
12369,22,4,1.0,-84.32135,33.78755,2
3315,0,1,3.0,-84.39014,33.768176,3
864,14,6,3.0,-84.367558,33.7435,3
5867,18,5,7.0,-84.367765,33.79992,3
10981,20,3,3.0,-84.441932,33.74888,4
12299,20,4,6.0,-84.338428,33.77399,4
8870,21,5,3.0,-84.393516,33.79519,4
4868,11,3,3.0,-84.393344,33.72714,3
2088,22,2,3.0,-84.401749,33.74349,3
11701,14,7,6.0,-84.369851,33.76043,2
10465,13,1,2.0,-84.42307,33.733174,4
13546,0,3,3.0,-84.390844,33.7819,4
6802,20,7,7.0,-84.390172,33.7759,4
7313,16,7,1.0,-84.36593,33.804402,4
3303,22,1,3.0,-84.390821,33.78153,4
289,20,3,2.0,-84.351435,33.80234,3
10961,20,3,6.0,-84.407591,33.78804,2
12818,19,2,3.0,-84.390701,33.74404,3
14850,14,5,3.0,-84.390072,33.77025,3
8344,17,6,3.0,-84.391671,33.7401,3
5396,18,6,3.0,-84.382392,33.76282,3
8826,21,5,3.0,-84.389962,33.76937,3
3598,17,1,6.0,-84.400961,33.7704,2
14180,20,2,6.0,-84.38913,33.793739,3
10099,19,4,2.0,-84.417277,33.78254,4
14916,14,5,3.0,-84.390968,33.77667,3
8832,0,5,3.0,-84.390368,33.74444,4
5513,12,6,7.0,-84.350111,33.76996,3
16073,21,2,3.0,-84.393516,33.79722,4
12123,22,4,3.0,-84.391233,33.79202,3
11262,20,1,3.0,-84.391365,33.7843,3
16019,23,2,6.0,-84.329588,33.7733,2
12971,12,2,6.0,-84.348991,33.77285,3
13479,17,3,3.0,-84.378322,33.7566,2
14118,23,2,3.0,-84.380743,33.75134,3
8274,21,6,2.0,-84.32282,33.800467,3
163,20,3,7.0,-84.388841,33.77234,4
652,1,6,4.0,-84.386119,33.74817,3
6629,15,7,3.0,-84.401106,33.80146,3
563,23,6,3.0,-84.393962,33.72505,3
15177,20,5,7.0,-84.371224,33.75158,4
6441,17,3,2.0,-84.372369,33.80194,4
2830,20,6,3.0,-84.390185,33.77194,3
6818,20,7,6.0,-84.407681,33.7886,3
13997,18,3,3.0,-84.391217,33.78231,3
14990,21,5,3.0,-84.395474,33.7977,3
13983,22,3,3.0,-84.390026,33.77376,4
16030,13,2,4.0,-84.394719,33.74499,3
15230,0,5,3.0,-84.378504,33.75823,4
1412,19,6,7.0,-84.405521,33.77402,3
6228,21,3,3.0,-84.395515,33.79741,3
9445,22,6,3.0,-84.392011,33.73614,2
12003,22,4,3.0,-84.391238,33.74515,3
15101,12,5,6.0,-84.322338,33.77169,3
6562,19,7,3.0,-84.430065,33.74633,2
8255,17,6,7.0,-84.370657,33.75066,3
7694,16,2,3.0,-84.443366,33.75013,3
2243,17,2,7.0,-84.337298,33.79206,2
11934,15,7,4.0,-84.391457,33.74633,4
3922,21,5,3.0,-84.39135,33.788224,3
15531,18,2,3.0,-84.391089,33.78229,3
8529,21,2,2.0,-84.33322,33.747342,4
1866,22,2,3.0,-84.397664,33.7178,3
934,16,6,3.0,-84.38894,33.745688,3
7532,16,2,4.0,-84.384136,33.80443,3
13178,21,2,1.0,-84.391968,33.77495,3
4185,2,7,3.0,-84.378603,33.75866,3
9924,21,4,3.0,-84.392736,33.79346,3
4217,0,7,3.0,-84.390004,33.76799,3
1433,20,6,6.0,-84.34923,33.750233,3
2585,21,6,6.0,-84.40811,33.774736,3
982,18,6,3.0,-84.39512,33.796751,3
13432,20,3,2.0,-84.355386,33.78777,3
16167,14,6,3.0,-84.393612,33.72482,3
9619,22,2,4.0,-84.391074,33.78074,3
4529,19,7,3.0,-84.389513,33.74471,4
2368,19,6,3.0,-84.358882,33.74331,3
3472,15,1,3.0,-84.384874,33.76514,4
13996,20,3,3.0,-84.383986,33.76384,3
12496,23,4,3.0,-84.40282,33.801514,3
7901,21,6,3.0,-84.447154,33.75143,3
3499,16,1,3.0,-84.391126,33.77794,3
3028,20,4,3.0,-84.39214,33.731056,4
6049,19,5,7.0,-84.348872,33.7752,4
13350,0,3,4.0,-84.38355,33.743257,4
12903,15,2,3.0,-84.390349,33.77281,3
14134,17,2,3.0,-84.390297,33.76843,4
696,12,6,3.0,-84.377061,33.74346,3
12445,13,4,3.0,-84.388084,33.74637,3
1292,21,6,3.0,-84.393645,33.72451,4
5394,22,6,3.0,-84.394035,33.7231,3
10123,21,4,3.0,-84.393651,33.72445,4
10346,18,1,3.0,-84.398121,33.7167,3
3299,18,1,3.0,-84.38178,33.762385,3
2198,16,2,3.0,-84.391736,33.79022,3
121,12,3,3.0,-84.392737,33.79416,4
10279,21,4,7.0,-84.391329,33.76464,4
9970,21,4,7.0,-84.384224,33.75843,4
4053,21,5,3.0,-84.389809,33.76779,3
1731,20,7,3.0,-84.446156,33.75124,3
13093,19,2,3.0,-84.378909,33.75952,3
3427,21,1,3.0,-84.38276,33.749221,4
12926,22,2,6.0,-84.318254,33.76866,2
15886,22,1,3.0,-84.391831,33.79076,4
7324,23,7,4.0,-84.389898,33.77104,3
5999,20,5,4.0,-84.392076,33.79508,3
8591,10,5,3.0,-84.389474,33.74525,4
13793,21,3,3.0,-84.383523,33.80439,4
400,19,3,6.0,-84.389969,33.78657,3
7170,18,7,3.0,-84.391311,33.79325,3
9568,19,2,3.0,-84.391214,33.78108,4
4984,21,3,6.0,-84.389135,33.79358,3
5201,19,3,3.0,-84.383727,33.76359,4
1531,20,7,3.0,-84.380948,33.75116,3
8806,20,5,3.0,-84.390858,33.78041,3
7498,18,2,3.0,-84.391169,33.77869,3
12945,22,2,3.0,-84.393478,33.79548,3
7323,19,7,4.0,-84.390123,33.76613,4
15166,18,5,3.0,-84.382009,33.80554,2
1970,23,2,3.0,-84.39219,33.791843,3
9457,23,6,7.0,-84.372104,33.75403,3
6439,13,3,1.0,-84.338881,33.78948,4
565,1,6,3.0,-84.383554,33.74915,4
12146,22,4,6.0,-84.390428,33.79963,4
7001,0,7,3.0,-84.463022,33.75326,4
15235,14,5,3.0,-84.394335,33.72254,4
1043,14,6,3.0,-84.392122,33.792,4
8867,16,5,3.0,-84.391798,33.79045,3
9791,22,4,3.0,-84.378818,33.74344,2
3532,20,1,3.0,-84.397627,33.80015,3
16126,15,6,3.0,-84.377042,33.74346,3
1513,20,6,4.0,-84.390188,33.7439,3
3755,1,1,1.0,-84.396192,33.75423,4
4250,17,7,3.0,-84.378729,33.75685,3
12304,23,4,7.0,-84.387458,33.76844,3
9578,22,2,3.0,-84.392389,33.73167,4
15050,12,5,2.0,-84.322093,33.80487,4
4530,0,7,3.0,-84.431103,33.7466,4
1040,13,6,3.0,-84.391089,33.78229,3
2050,23,2,4.0,-84.389594,33.76545,3
8168,19,6,2.0,-84.354983,33.78533,3
9009,23,6,3.0,-84.36532,33.743492,3
9164,17,6,3.0,-84.393296,33.79476,2
12733,3,1,3.0,-84.377777,33.74325,3
4772,13,7,4.0,-84.357978,33.74332,4
706,19,6,3.0,-84.385489,33.74801,4
10444,19,1,3.0,-84.379438,33.76013,2
3506,15,1,3.0,-84.390998,33.77689,3
1551,21,7,3.0,-84.387476,33.80161,4
10612,19,2,4.0,-84.391597,33.7811,4
2126,12,2,6.0,-84.34676,33.77435,3
7457,12,2,3.0,-84.391637,33.74045,3
9295,19,6,3.0,-84.390767,33.7928,3
10577,19,2,3.0,-84.39056,33.769548,3
141,12,3,1.0,-84.319599,33.79518,3
3855,19,5,3.0,-84.399846,33.71348,3
7037,23,7,3.0,-84.392046,33.73176,3
9590,20,2,3.0,-84.393608,33.79558,3
14292,16,1,3.0,-84.37934,33.752286,4
14652,22,5,3.0,-84.40005,33.713769,3
4470,3,7,3.0,-84.390819,33.78446,4
9081,15,6,3.0,-84.393046,33.7933,4
15387,15,5,2.0,-84.371748,33.76135,4
8601,18,5,3.0,-84.38989,33.744924,4
10199,21,4,6.0,-84.398271,33.77133,3
6380,18,3,4.0,-84.384277,33.74885,3
7606,16,2,4.0,-84.384742,33.74364,3
750,22,6,2.0,-84.391802,33.78337,3
1161,22,6,7.0,-84.470353,33.76722,4
10546,22,1,3.0,-84.39003,33.774342,3
6157,20,1,3.0,-84.386944,33.8019,4
2435,16,6,3.0,-84.396217,33.71994,4
4749,21,7,3.0,-84.387047,33.80184,4
10756,20,3,3.0,-84.390049,33.77137,3
1009,16,6,3.0,-84.393144,33.79415,3
4082,19,5,2.0,-84.322885,33.802,2
948,15,6,3.0,-84.404283,33.80177,3
3647,18,1,4.0,-84.383792,33.74828,3
14054,19,3,6.0,-84.370259,33.76037,3
5861,17,5,6.0,-84.4078,33.804822,3
10824,21,3,4.0,-84.387852,33.74355,3
9284,17,6,3.0,-84.378424,33.75802,4
15660,21,1,3.0,-84.389276,33.76806,3
7565,22,2,2.0,-84.395065,33.79764,3
3859,19,5,3.0,-84.388369,33.74613,3
4582,22,7,3.0,-84.391393,33.78472,3
15441,22,5,7.0,-84.399306,33.7521,4
7592,23,2,7.0,-84.348835,33.77525,4
1301,15,6,3.0,-84.400025,33.80101,3
14248,17,2,4.0,-84.389435,33.74356,3
12922,17,2,3.0,-84.38751,33.801979,3
8624,18,5,3.0,-84.391108,33.77779,4
15246,19,5,3.0,-84.378592,33.75861,3
5739,20,5,3.0,-84.381281,33.75045,3
16066,23,2,6.0,-84.34345,33.774851,4
